x,theta,dx,dtheta, t
0,0.7,0,0,0
6.13E-05,0.699199023844008,0.012256171167812,-0.160829826358039,0.01
0.000239001112809438,0.696879064901762,0.0232878802262635,-0.308561249756008,0.02
0.000521233257142528,0.693203715829218,0.0331585486403546,-0.445704482140153,0.03
0.000896679667551865,0.688331149164001,0.0419307334415128,-0.573965370701236,0.04
0.00135466307116736,0.682412605730746,0.0496659472815868,-0.694567110236983,0.05
0.00188511530136753,0.675591249066297,0.0564244987584467,-0.808422725679091,0.06
0.0024785645544975,0.66800137163752,0.062265351867547,-0.916232020775256,0.07
0.00312612133112074,0.659767919561188,0.0672460034571013,-1.01853489443646,0.08
0.00381946323635797,0.651006291406777,0.0714223775903444,-1.11573272897666,0.09
0.00455081880304164,0.641822362142642,0.074848735746391,-1.20807225345852,0.1
0.00531295049087923,0.632312683704206,0.0775776018211267,-1.29554915162639,0.11
0.00609913700459037,0.622564817368673,0.0796597009211,-1.37754028060483,0.12
0.00690315506407707,0.612657758696887,0.0811439109762414,-1.45109728524782,0.13
0.00771926075011418,0.60266242215601,0.0820772262311798,-1.50038829021393,0.14
0.00854217053981862,0.592642158901646,0.082504731709708,-1.48299423777432,0.15
0.00936704213727894,0.582653287095602,0.0824695877823563,-1.42505731450289,0.16
0.0101894551962051,0.572745619308624,0.0820130240028701,-1.36017484940527,0.17
0.0110053920232967,0.562962975908313,0.0811743414154563,-1.29508043433065,0.18
0.011811218343228,0.5533436768667,0.0799909225708113,-1.23127738935324,0.19
0.0126036641987071,0.543921007206192,0.0784982485249994,-1.16919822755794,0.2
0.0133798050519875,0.534723653433215,0.0767299221310889,-1.10896742626682,0.21
0.0141370431474876,0.525776109891734,0.0747176969689337,-1.0506001254673,0.22
0.0148730891887998,0.517099055106833,0.0724915112935077,-0.994068166423792,0.23
0.0155859443773506,0.508709698974454,0.0700795264166483,-0.939325894779002,0.24
0.0162738828542881,0.500622102167437,0.0675081689708541,-0.886321391665375,0.25
0.0169354345818266,0.492847469436781,0.0648021765368335,-0.835001704336173,0.26
0.0175693686952545,0.485394418644401,0.061984646148743,-0.785315358178025,0.27
0.0181746773521103,0.4782692274125,0.0590770852224231,-0.737213545328167,0.28
0.0187505601006344,0.471476059247937,0.0560994644823946,-0.690650633934667,0.29
0.0192964087855106,0.465017170923133,0.0530702724928596,-0.645584315554744,0.3
0.0198117930051072,0.458893102786891,0.0500065714264427,-0.601975555704306,0.31
0.0202964461308987,0.453102853553024,0.046924053731864,-0.559788437024718,0.32
0.0207502518964987,0.447644040981812,0.043837099388146,-0.518989945205868,0.33
0.021173231560731,0.44251304973613,0.0407588334583048,-0.479549726468548,0.34
0.0215655316464212,0.43770516756527,0.0377011836797433,-0.441439833430557,0.35
0.0219274122540788,0.433214710848092,0.0346749378517628,-0.404634469267542,0.36
0.0222592359473512,0.429035140415029,0.0316898008027241,-0.36910973600526,0.37
0.022561457205067,0.425159168466417,0.0287544507404325,-0.334843390346139,0.38
0.0228346124328157,0.421578857312988,0.0258765948093039,-0.301814608972565,0.39
0.0230793105253462,0.418285710582913,0.0230630236967992,-0.270003764399547,0.4
0.0232962239695777,0.415270757467976,0.0203196651495058,-0.239392211944509,0.41
0.0234860804767059,0.412524630518738,0.0176516362761268,-0.209962088105194,0.42
0.0236496551307391,0.410037637444009,0.0150632945305171,-0.181696120502863,0.43
0.0237877630398058,0.40779982732284,0.0125582872828179,-0.154577449502746,0.44
0.0239012524757233,0.405801051596773,0.0101395999007015,-0.12858946163114,0.45
0.0239909984866058,0.404031020175288,0.00780960227578155,-0.103715634944239,0.46
0.0240578969666966,0.402479352957755,0.00557009374239419,-0.0799393965506873,0.47
0.0241028591671448,0.401135627049755,0.00342234634724052,-0.0572439925355367,0.48
0.0241268066310752,0.39998941992999,0.00136714643883904,-0.0356123705688258,0.49
0.0241306665360463,0.399030348805386,-0.00059516544461291,-0.0150270755007662,0.5
0.0241153674268159,0.398248106376034,-0.00246465640148397,0.00452984175712207,0.51
0.0240818353212513,0.397632493217784,-0.00424176471143034,0.0230769017925121,0.52
0.0240309901722165,0.397173446978316,-0.00592726509552397,0.0406332604745775,0.53
0.0239637426683291,0.39686106857188,-0.00752223568195078,0.0572187588163688,0.54
0.0238809913566128,0.396685645548558,-0.00902802666131736,0.0728539588775584,0.55
0.0237836200702558,0.396637672805417,-0.010446230610089,0.0875601657909774,0.56
0.0236724956449266,0.39670787079928,-0.0117786544557449,0.101359436136528,0.57
0.0235484659073836,0.396887201413733,-0.013027293052845,0.114274573038255,0.58
0.0234123579204428,0.397166881626447,-0.0141943043353314,0.126329108518889,0.59
0.0232649764687311,0.397538395116663,-0.0152819860069968,0.137547273804844,0.6
0.0231071027700505,0.397993501946849,-0.0162927537291242,0.147953958427349,0.61
0.0229394933975959,0.398524246446893,-0.0172291207618006,0.157574659105942,0.62
0.0227628793987204,0.399122963423821,-0.0180936790133045,0.166435419523713,0.63
0.0225779655964026,0.399782282814786,-0.0188890814502413,0.174562762204744,0.64
0.0223854300600528,0.400495132896059,-0.0196180258197216,0.181983613779564,0.65
0.0221859237327851,0.401254742155812,-0.0202832396338183,0.188725224971983,0.66
0.0219800702027871,0.402054639933752,-0.0208874663657808,0.194815086659077,0.67
0.0217684656069232,0.402888655926015,-0.0214334528070012,0.20028084334579,0.68
0.0215516786552207,0.40375091864923,-0.0219239375334922,0.205150205357891,0.69
0.0213302507654001,0.404635852953298,-0.022361640430639,0.209450860994311,0.7
0.0211046962971209,0.405538176668165,-0.022749253225195,0.213210389795455,0.71
